Citizenship,Admission_Status,Outstanding_Loans,Academic_Performance,Field_of_Study,Year_of_Study,Family_Income,Number_of_Dependents,Orphan,Parents_Disability,Eligible
1,1,0,2.9452725932394017,Humanities,3,212321.51606484404,1,0,0,1
1,1,0,3.2871679996991277,STEM,4,175984.0574720956,2,0,0,1
1,1,1,3.9662332733825387,Health Sciences,3,234509.4930708682,2,0,0,0
1,1,1,2.9860710487459485,STEM,4,309816.4151062034,7,0,0,0
1,1,0,3.6356897850261007,Business,1,474489.55062181107,4,0,0,1
1,1,1,2.7062799271940667,STEM,4,217863.46661341545,5,0,0,0
1,1,0,3.2512059696892965,STEM,4,484638.3772047344,3,0,0,1
1,1,0,3.6805264381411082,Business,1,358806.8956760559,3,0,0,1
1,1,0,4.124808584730833,Business,3,151796.00293669302,1,0,0,1
1,1,1,2.5621988631616834,Health Sciences,3,351163.5475161429,3,0,0,0
1,1,0,2.96890733300061,Humanities,4,534446.6050215871,5,1,0,1
1,1,0,2.9273696905003397,Health Sciences,1,333113.56562298076,2,0,1,1
1,1,0,3.0203515445902482,Business,1,251020.56607790318,2,0,0,1
1,1,1,3.0409170810723443,Health Sciences,1,498879.7289011957,2,0,0,0
0,1,0,3.414092645966181,STEM,1,315454.7969047309,4,0,0,0
1,1,1,3.2187544000538097,STEM,3,305351.75380430213,4,0,0,0
1,1,0,3.4447886417480653,Health Sciences,2,287290.3386170508,1,0,0,1
1,1,0,3.1197251430692843,STEM,2,220201.29297097796,4,0,0,1
1,1,0,4.392749460378349,Humanities,4,174843.66821544914,2,0,0,1
1,1,0,4.054915930417045,Health Sciences,1,323697.3270263694,3,0,0,1
1,0,0,3.4992780128231913,STEM,1,210683.8436714581,1,0,0,0
1,1,0,3.1152726968615836,STEM,2,597248.8001576414,2,0,0,0
1,1,0,3.1944117912153365,Humanities,3,296807.2860041339,1,0,0,1
1,1,0,3.368819976374569,Humanities,2,281470.3019386819,2,1,0,1
1,1,0,3.71600193514398,Business,3,119887.9434264446,5,0,0,1
1,1,0,3.1903076137119095,STEM,3,107106.84394005584,2,0,0,1
1,1,0,3.5016449424971627,Humanities,1,246225.25005186305,2,0,0,1
1,0,0,3.7696259846328948,STEM,1,136638.75264406585,4,1,0,0
1,1,0,4.113397983383525,Business,3,344762.24204582826,1,0,0,1
1,0,1,3.5252732605221095,STEM,4,379212.87312050484,1,0,0,0
1,0,0,4.071163456510961,STEM,3,382824.86201353517,3,0,0,0
1,0,1,3.3712414897536087,STEM,4,159329.2300796846,4,0,0,0
1,1,0,2.7637388079175174,Health Sciences,1,228205.0814709827,3,1,0,1
0,1,0,3.2284135361103696,STEM,4,229266.87808792404,3,1,1,0
1,1,0,3.3478428882229396,STEM,2,323745.7609235545,2,0,0,1
1,1,0,3.949174862222918,Humanities,1,353829.848113075,2,1,0,1
1,1,0,3.298733800650553,Business,3,196845.23640705412,2,1,0,1
1,1,0,3.2700830417120765,STEM,4,404043.01565256907,4,0,0,1
1,1,0,3.280008306185287,STEM,4,359437.8907327875,1,0,0,1
1,1,0,4.29520692868728,Health Sciences,1,248232.49638799488,2,1,0,1
0,1,1,3.6973515283228906,Humanities,2,554847.3540137984,2,0,0,0
1,1,0,3.5679543593740686,Humanities,4,363031.84278826934,4,0,0,1
1,0,0,3.0922345781894105,STEM,2,122185.00433284222,5,0,0,0
1,1,1,3.413649888437191,STEM,2,399260.9776214752,3,0,0,0
1,1,0,2.4373705821755904,Business,1,121242.2703405759,3,0,0,0
1,1,0,3.8632546694449825,STEM,2,288648.37053159263,3,0,0,1
1,1,0,3.0728601175684633,STEM,1,568583.2609281095,2,0,0,0
0,1,0,2.4604537021428836,STEM,3,219201.90577965454,3,0,1,0
1,1,0,3.246399886588664,Health Sciences,3,632236.1051464077,3,0,0,0
1,0,0,4.381342385621486,STEM,3,238245.35692426068,3,0,0,0
1,1,0,3.779552575173991,Business,2,477673.15170226526,1,0,0,1
1,1,0,3.5954920586280634,Humanities,4,584744.9790557555,2,0,0,0
1,1,0,3.387788824466539,Humanities,1,259635.92761257055,6,0,0,1
1,1,0,2.6818098125416934,Health Sciences,3,309340.7268395066,1,0,0,1
1,1,1,3.6352000696419595,Health Sciences,2,693006.7364861402,4,0,0,0
1,1,0,3.1516745483509476,Health Sciences,4,235298.19127560602,3,1,0,1
1,0,0,3.5889303082541004,STEM,1,134815.0215392926,2,0,0,0
1,0,1,4.585580028884793,Business,2,262866.3113464118,3,0,0,0
1,1,0,3.288444384911701,STEM,2,196885.61702595346,3,0,0,1
1,1,0,2.5110169477402535,Humanities,2,570562.2252326026,4,0,0,0
1,1,0,3.400099050691122,Business,3,282994.8453681282,7,0,0,1
1,1,1,3.1201047063657787,STEM,2,261822.8719144148,1,0,0,0
1,1,0,3.055033899433135,Health Sciences,1,365280.12043681083,3,0,0,1
1,1,1,3.914773023084112,Humanities,2,307058.6147642756,1,0,0,0
1,1,0,3.6593456332438707,Health Sciences,4,266041.00808607833,4,0,0,1
1,1,0,3.883853544201852,STEM,1,327469.86292584013,3,0,0,1
1,1,1,2.6028391493457086,Humanities,2,258899.8700648663,2,0,0,0
1,1,0,3.484289615560697,Health Sciences,1,205974.41969905156,5,0,1,1
1,1,1,4.037640169927836,Humanities,4,153876.0134205229,2,0,0,0
1,1,0,3.121652314477568,STEM,1,288595.7015447076,6,0,0,1
1,1,0,2.7578941139372786,STEM,3,128612.23711130543,2,0,0,1
1,1,0,2.4776171166182395,STEM,1,212884.5110877206,1,0,0,0
1,1,0,2.641704410030934,STEM,2,143361.93778466308,3,0,0,1
1,1,0,3.6185736272398206,Humanities,1,395167.8901816929,2,0,1,1
1,1,0,3.047574547500829,STEM,2,222826.7423309265,0,0,0,1
1,1,0,3.696883232157801,Humanities,4,126494.24277391886,5,1,1,1
1,1,0,3.520774450760596,Humanities,4,163098.8013828912,2,0,0,1
1,1,1,3.387737284048714,Humanities,2,475193.03969106526,2,0,0,0
1,1,0,3.617670999401722,Business,1,281344.1154160681,3,0,1,1
1,1,0,3.5008674710487497,Business,4,245531.82300835123,8,0,0,1
1,0,1,4.377666197016665,Business,4,454548.76992932556,3,0,0,0
1,1,1,4.151781236779251,STEM,1,177089.68506467136,2,1,0,0
1,1,0,2.9822089755759342,Humanities,2,467732.6135278153,1,0,0,1
1,1,0,3.881072985678177,Humanities,2,267353.9548959302,3,0,0,1
1,1,0,3.421896299034278,STEM,2,222217.16482670556,1,0,0,1
1,1,0,3.995089145331037,Business,2,491185.03084878734,3,0,0,1
1,0,0,3.3632974966096874,STEM,2,210259.00516115653,4,0,0,0
1,1,0,3.398831327470701,Humanities,1,391691.78015176766,3,0,0,1
1,1,1,2.9732259802565952,Humanities,4,158767.3811023106,4,0,0,0
1,1,0,3.524423442720763,STEM,3,174843.13229334075,4,0,0,1
1,1,0,3.6526297929380327,STEM,1,109300.52107126408,4,0,0,1
1,1,0,3.1155545871242247,STEM,3,171734.285292373,4,0,0,1
1,1,0,2.914383216079057,STEM,3,379515.4219145265,1,0,0,1
1,1,0,3.539060758838081,STEM,2,141656.26786886997,1,0,0,1
1,1,0,3.734853184266614,Health Sciences,1,230405.96983241866,4,0,0,1
1,1,0,4.055269983093697,Business,4,458622.12326433556,3,0,0,1
1,1,0,3.1420930339650845,Health Sciences,4,256113.18375690765,1,0,0,1
1,1,0,3.642902472570289,STEM,3,129701.4973145736,5,0,0,1
1,1,1,4.232113184532746,Business,1,564442.2741314363,3,0,0,0
1,1,0,3.8741336158293587,STEM,1,387086.00176216575,5,0,0,1
1,1,0,3.828561598377302,Business,3,198312.04629364272,0,0,0,1
1,1,0,4.3148205570600044,STEM,2,358201.96984929574,2,1,0,1
1,1,0,3.3383909677232264,STEM,2,851526.4320583123,4,0,0,0
1,1,1,3.4784251966935202,STEM,2,44191.389336915636,3,0,0,0
1,1,0,2.695675036159128,Health Sciences,3,169962.0817515714,2,0,0,1
1,1,0,3.5115140266584643,STEM,2,258535.41825775182,3,0,0,1
1,1,1,2.7659168177547437,STEM,2,127568.24284480742,2,1,0,0
1,1,1,3.481971617452601,Business,3,325807.89967302076,2,0,0,0
1,1,0,3.0512342516121924,Humanities,4,512099.28016370605,4,0,0,0
1,1,0,3.3630709987606795,Business,4,313207.2880404061,3,0,0,1
1,1,0,3.1322229512226487,Business,1,111895.61934292488,5,0,0,1
1,1,0,3.6635823325570076,Business,1,361293.4854974,3,0,0,1
1,0,0,3.9406447860451825,STEM,1,291757.84216619603,3,0,0,0
1,1,0,2.9484875074541077,Business,2,156572.05418190503,3,0,1,1
1,1,0,3.2278463548906786,STEM,3,386033.2498768029,4,0,0,1
1,1,0,4.312403360402354,STEM,1,251819.7566158426,3,0,0,1
1,1,0,3.2905247714730965,STEM,4,143455.70474419504,7,0,0,1
1,1,0,3.9359900938339045,STEM,1,168810.04523453227,2,0,0,1
1,1,0,3.2978560441625855,Health Sciences,4,364262.91255019215,2,0,0,1
1,1,0,2.8478716779564985,STEM,4,392027.341688949,1,0,0,1
1,1,0,2.7195323644785034,STEM,3,328285.3311767766,3,0,0,1
1,1,0,3.434164890033448,Health Sciences,4,247423.99273111764,3,0,0,1
1,1,1,4.078673776312197,STEM,4,162629.13820920396,3,0,0,0
1,1,0,3.288868634832434,Humanities,4,114540.97139158344,2,0,0,1
1,1,0,3.127928535537489,Business,4,145152.05523930545,2,0,0,1
1,1,0,2.867687460939905,Business,3,251177.266212106,4,0,0,1
1,1,0,4.12499178933726,Health Sciences,4,209336.03436311404,8,0,0,1
1,1,0,2.584143398007112,STEM,2,636669.8496655903,5,1,0,1
1,1,0,3.7810986401635835,Humanities,2,103316.57443167843,1,0,0,1
1,1,0,3.622699152823938,Business,4,211926.07671148833,2,0,0,1
1,1,0,3.666446165292855,Health Sciences,4,162825.09966975567,2,0,0,1
1,1,0,3.778847544763204,Business,3,820776.3696539054,2,0,0,0
1,1,1,2.927487648511994,Humanities,1,132597.27493456853,3,0,0,0
1,1,0,3.38182677733284,Business,2,390070.5381612286,7,0,0,1
1,1,0,3.143651541342062,STEM,4,149288.41380447126,6,0,0,1
1,0,0,3.793550608461246,Business,3,209728.0700262351,3,0,0,0
1,1,0,3.540427445405015,Humanities,4,257370.6294969644,3,0,1,1
1,1,0,3.158413270216006,Business,1,116424.13872599108,2,0,1,1
1,1,0,4.1298935510133425,Humanities,1,438870.6048384843,6,0,0,1
1,1,0,3.521899373983571,STEM,3,464360.6049123595,3,0,0,1
1,1,0,4.137002698471331,STEM,2,312217.69837797957,1,0,0,1
1,1,1,3.4701057265391606,STEM,2,343857.8287496137,1,0,0,0
1,1,0,3.84228435485646,STEM,4,426300.75700749113,5,0,0,1
1,1,0,3.1208087069643504,Humanities,2,227079.7821560486,4,0,1,1
1,1,0,2.543244984583864,Humanities,2,194874.1184490384,3,0,0,1
1,1,0,3.6161792011772,Business,3,279595.83788565756,2,0,0,1
1,1,0,3.3802096185939163,STEM,4,250692.47590479365,1,0,1,1
1,1,1,3.1722060585662883,STEM,3,133179.14172214727,2,0,0,0
1,1,1,3.6203326468993398,Humanities,2,434876.77994028386,4,0,0,0
1,1,1,4.188041855436588,STEM,4,256841.26959650926,2,0,0,0
1,1,0,3.3258549665501365,Humanities,4,436453.01529737783,3,0,0,1
1,1,0,2.820278504049509,Business,3,358352.4926179186,3,0,0,1
1,1,0,3.653251217322112,STEM,1,322974.9220717908,1,0,0,1
1,1,0,2.8464900153794623,STEM,4,705643.9357761216,4,0,0,0
1,1,0,3.499978070408248,Humanities,1,543990.6012608359,4,0,0,0
1,1,1,3.204925948632993,Health Sciences,1,65917.07724066653,2,0,1,0
1,1,0,3.615279031500411,Humanities,1,213234.85991423595,1,0,0,1
0,1,0,3.752160206641459,STEM,4,232650.33535483875,2,0,0,0
1,1,0,3.6708906414839326,STEM,4,251281.06175554873,6,0,0,1
1,1,0,3.4225809014876267,STEM,3,490691.3772600539,2,0,0,1
1,1,0,2.819953446327476,Humanities,1,343591.5184578439,3,0,0,1
1,1,0,3.5493095330971625,Humanities,4,285125.22082156525,3,0,0,1
1,1,0,3.5635277897584836,STEM,4,290211.3204439419,3,0,0,1
1,1,0,3.2270744935861098,STEM,1,226135.9193062902,4,0,0,1
1,1,0,3.5156429163595475,STEM,2,183642.0421671995,3,0,0,1
1,1,0,3.382524616288594,STEM,3,502000.2190180054,3,0,0,0
1,1,0,2.9407554859123195,Health Sciences,2,192406.1969048992,4,1,0,1
1,1,1,3.732847601395282,Humanities,1,247969.66396994333,5,0,0,0
1,1,1,2.821001830805319,Humanities,4,167667.95370780403,1,0,0,0
1,0,0,3.5380252815754085,Business,2,347904.2770115854,1,0,0,0
1,1,0,3.578358750691423,STEM,3,625866.8281880097,5,0,1,1
1,1,1,3.3053612508121373,STEM,4,259800.4588029017,4,0,0,0
1,1,0,3.540445593361211,Business,3,292137.50133599964,5,0,0,1
1,1,0,3.6567162812574026,STEM,1,185699.0593274061,1,0,0,1
1,1,0,4.078474885185147,STEM,4,169159.94801459237,1,0,0,1
1,1,0,3.8711026897113454,Business,3,232102.60754654388,6,0,0,1
1,1,0,3.027169173383533,Humanities,2,132065.57104107228,6,0,0,1
1,0,0,3.932594364178994,STEM,1,169530.0745930827,3,0,0,0
1,1,0,4.187454985824882,STEM,2,345555.674732556,2,0,0,1
1,1,0,3.450897411337914,Humanities,4,294733.46724581753,1,0,0,1
0,1,0,4.640112508431767,Humanities,1,184445.66294978542,4,0,1,0
1,1,0,3.2670145695829724,STEM,3,142111.74606027806,5,0,0,1
1,1,1,3.482041717111582,Business,3,312615.74225209095,4,0,0,0
1,1,0,3.573083930069884,STEM,4,262597.64210465946,2,0,0,1
1,1,0,3.796024905660145,Health Sciences,1,224176.86545320397,1,0,0,1
0,1,0,3.967147533862139,STEM,3,490221.1336490306,1,0,0,0
1,1,0,4.469364980754164,Humanities,3,342604.30946223484,5,0,0,1
1,1,0,4.025706259471155,Health Sciences,4,943451.7588974455,2,0,0,0
1,1,1,3.3269016466766415,Health Sciences,4,180596.58444176635,1,0,0,0
1,1,1,3.633204585568695,STEM,4,288180.31975466583,3,0,0,0
1,0,0,3.6798499860932727,Humanities,3,173316.83748805017,4,0,0,0
1,1,0,4.150011240768055,Business,1,232306.94591823366,2,1,0,1
1,1,1,4.218639247893709,STEM,4,413142.2004601475,0,0,0,0
1,1,0,3.2921295773225827,Business,4,141778.3173952777,4,0,0,1
1,1,1,3.4671596428594382,STEM,1,134668.88577451726,0,0,0,0
1,1,0,2.8401333873073176,STEM,2,348035.62705947045,6,0,0,1
1,1,0,3.8202141431161345,Business,3,364614.6081894277,3,0,0,1
1,1,1,3.164403171621461,STEM,1,503280.0610681149,3,0,1,0
1,1,1,3.048526436408671,Health Sciences,4,214239.78422460772,3,0,0,0
1,1,1,2.963354144233918,Health Sciences,3,318357.5163889895,2,0,0,0
1,0,1,3.2316760014639856,Business,1,285892.6119163557,3,0,0,0
1,1,0,3.5104926201585958,Health Sciences,1,198983.80366359017,2,0,0,1
1,1,0,3.5369793464716697,STEM,3,266128.04815214046,3,0,0,1
1,1,1,3.2314509558986955,STEM,4,297294.5801062148,4,0,0,0
0,1,0,3.4413364944186884,Health Sciences,1,142821.960166571,5,0,0,0
1,1,1,3.2962218296583408,Humanities,4,238775.31883022105,2,1,0,0
1,1,0,4.011265301162652,Humanities,3,415228.88662108005,4,0,0,1
1,1,0,4.151892210331451,Humanities,3,304512.68774887983,1,0,0,1
0,1,0,3.8131115048812547,Business,2,217918.1120941898,2,0,0,0
1,1,0,4.2086731811402895,STEM,1,196819.0495221397,5,0,0,1
1,0,0,3.947693174352011,Business,3,446528.85726651974,2,0,0,0
1,1,0,3.178472136161433,STEM,2,199578.21822561065,3,0,0,1
1,0,0,3.4677308549375456,Health Sciences,1,463857.073867006,2,0,0,0
1,0,0,3.7319240821159756,STEM,3,129935.67535019484,2,0,0,0
1,1,0,4.513779070987334,Business,2,737950.0809857018,1,0,0,0
1,1,0,3.6194158875957014,Humanities,4,450179.8185117216,4,0,0,1
1,1,0,3.640820689395181,Health Sciences,3,426971.65430324076,4,0,0,1
1,1,0,3.1023380604304718,STEM,3,153270.8174449128,2,0,0,1
0,1,0,2.651479289649305,STEM,4,428693.5233992085,4,0,0,0
1,1,0,3.0571581466636144,Business,2,176207.04960234888,2,0,0,1
1,1,0,3.0903555404989453,STEM,2,492414.4151814727,1,0,0,1
1,1,0,3.7826245961215843,STEM,4,462684.170287721,3,0,0,1
1,1,0,3.6147859467852306,Health Sciences,4,144451.45929681216,0,0,1,1
1,1,1,3.300322778879015,Business,3,126943.7037279535,4,0,0,0
1,1,1,3.7593806324198944,Business,2,158138.48188942933,3,0,0,0
1,1,0,3.4572039692886207,Health Sciences,1,320965.0997487306,2,0,0,1
1,1,0,3.861106388897209,Humanities,1,516485.0280563443,4,0,0,0
1,1,0,2.963694823713045,Health Sciences,2,579805.4122467908,2,0,0,0
1,0,0,3.191820531064751,Business,1,160681.33143283986,2,0,0,0
1,1,0,3.1796138818063495,Humanities,1,183579.3952431582,3,0,0,1
1,1,1,4.481790850792878,Business,1,101777.90171591386,1,0,0,0
1,1,1,2.6608859452417555,Business,4,346289.8192055553,4,0,1,0
1,1,0,3.5290276053497034,Business,2,251274.30820317994,3,0,0,1
1,1,0,3.117279491593548,Health Sciences,2,225928.44752477034,3,0,0,1
1,1,0,3.671451755714159,STEM,3,192580.5039033323,4,0,0,1
1,1,1,3.614487248857963,Business,1,334620.81230494124,3,0,0,0
1,0,0,3.9410290044746215,STEM,3,166458.7772540247,5,1,0,0
1,1,0,2.8691539979902805,STEM,1,290186.42565710825,1,0,0,1
1,1,1,3.417712315975489,Business,3,187590.46441733875,6,0,0,0
1,1,0,2.6307990373743766,Health Sciences,2,348362.80630922236,1,0,0,1
1,1,0,3.7324835995378396,Health Sciences,3,407162.3426454321,3,0,0,1
1,1,1,3.52884851968511,Humanities,2,258190.6596908829,3,0,0,0
1,1,0,4.13001504522226,Health Sciences,4,127443.97784858303,1,1,0,1
1,0,0,3.3299341603904202,STEM,2,393302.40310035524,0,0,1,0
1,1,1,3.8694930255089792,STEM,2,352578.7094890488,7,0,0,0
1,1,0,3.82268538687749,STEM,3,314181.849512366,3,0,0,1
1,1,0,3.3791894591728404,STEM,4,339192.8401552707,5,0,0,1
1,1,0,3.0263321200943127,STEM,3,338603.98402483197,2,0,0,1
1,1,0,3.1817936284934634,STEM,3,375691.6692595211,2,0,0,1
1,1,0,3.2169282093478357,Health Sciences,2,186765.51525684324,1,0,0,1
1,1,0,2.2099766942063885,STEM,1,204683.5265682692,2,0,0,0
1,1,0,3.4398928164233435,Humanities,1,259885.93158498823,4,0,0,1
1,1,0,3.8570246548347136,Health Sciences,1,218577.94125888633,4,0,0,1
1,1,0,3.416786428721633,STEM,3,391835.24256928917,4,0,0,1
1,1,0,3.391205514762591,Business,1,188202.291530021,6,0,1,1
1,1,0,2.779840775439536,STEM,4,1153890.8670624164,3,0,0,0
1,1,0,3.2576803070402005,STEM,3,321216.64916692296,2,0,0,1
1,1,0,4.1189737630386585,Humanities,1,210726.51803811174,5,0,0,1
1,1,0,3.0002955611168205,Health Sciences,3,209917.71091753797,3,0,0,1
1,1,0,2.7104172762704093,Humanities,4,222581.35522463828,4,0,0,1
1,0,0,4.0826426377652325,Humanities,2,357816.870262031,4,0,0,0
1,1,0,3.352935259053357,STEM,1,103641.59738326924,1,0,0,1
1,1,0,3.508729453673973,Health Sciences,4,98704.8755306453,7,1,0,1
1,1,0,4.50581091734362,Humanities,4,399515.9683837585,3,0,1,1
1,1,1,3.7089210336816136,Health Sciences,1,264891.79885056143,4,1,0,0
1,1,0,3.8078863898346835,STEM,1,254998.758308639,1,0,0,1
0,0,0,2.8427711290553215,Humanities,2,310581.95421953424,4,0,0,0
1,1,0,4.1238840103119765,Business,1,265575.8325403332,3,0,0,1
1,1,0,2.909033245492051,Humanities,4,351399.7769560225,4,0,1,1
1,1,0,2.3794625987862963,Humanities,1,133955.19731035287,3,0,0,0
0,1,0,3.732708117486982,Business,1,200270.4586931437,5,0,0,0
1,0,0,3.568039606052107,Health Sciences,3,292822.4240928989,7,0,0,0
1,1,0,3.7559816765723166,STEM,3,173412.79200551787,0,0,0,1
0,1,1,3.0697015332265067,Health Sciences,4,279535.17035782407,5,0,0,0
1,0,0,3.1495436959546765,Business,2,310732.2781582276,3,0,0,0
1,1,0,3.067262956984251,Humanities,3,180281.4513829846,4,0,0,1
1,1,0,4.3012456762186195,STEM,1,95791.06503065868,8,0,0,1
1,1,0,3.013757064625044,Business,3,379885.67022262013,4,0,0,1
1,1,0,3.1214681704596248,Humanities,2,519556.2159115834,5,0,0,0
1,1,0,3.4622871044101915,Health Sciences,3,446612.0992969819,5,0,0,1
1,1,1,2.912105342258507,Health Sciences,4,75352.21447086951,1,0,0,0
1,1,0,3.285138548807524,STEM,2,290862.97245203285,1,0,0,1
1,0,0,2.4533059279013165,Health Sciences,3,459133.62678293925,3,0,0,0
1,1,0,3.258887561344711,Humanities,4,569500.5294461806,3,0,0,0
0,1,1,2.1076631581620298,Business,2,118274.91090261126,4,0,0,0
1,1,1,3.386113674052765,Business,1,298283.3947682175,2,0,0,0
1,1,1,2.8599555522639113,Humanities,3,126525.39628778961,4,0,1,0
1,1,0,2.87704887843674,STEM,2,128883.09594838947,1,0,0,1
1,1,0,3.219059343849781,Health Sciences,1,329542.56098498445,4,0,0,1
1,1,0,3.0937013721780726,STEM,1,247902.99954350118,4,0,0,1
1,1,0,4.08957612111004,Humanities,3,302719.94297291216,3,0,0,1
1,1,0,3.0069574094034683,STEM,3,147428.53149090795,3,0,0,1
1,1,1,3.6425103710171665,STEM,1,192631.28297191678,3,0,0,0
1,1,1,2.626069478795436,STEM,1,190296.3405305528,2,0,0,0
1,1,0,3.3129415145536414,STEM,2,139646.45997352654,4,0,0,1
1,0,0,3.27615405507135,STEM,4,338531.79945999995,4,0,0,0
1,1,0,3.6744430662644723,STEM,3,244625.759139674,3,1,0,1
1,0,0,3.5386864512009915,Humanities,1,154863.76707003923,4,0,0,0
1,1,0,3.292596834879721,STEM,1,161686.33762730786,5,0,0,1
1,0,0,3.4423439942473077,Health Sciences,4,357790.23863134097,1,0,1,0
1,1,0,4.05031336676746,STEM,2,234280.75249595253,2,0,0,1
1,1,1,3.084084536040084,Health Sciences,4,240011.982096737,4,0,1,0
1,1,0,3.4188607397554907,STEM,3,288031.62136633147,0,0,0,1
1,1,0,3.457779172976882,STEM,2,351179.6798110186,2,1,0,1
1,1,1,4.193474132948615,Humanities,1,300357.66157783725,2,0,0,0
0,1,0,3.8640633587957156,STEM,3,207803.34857196314,4,0,0,0
1,1,0,3.1791934346989854,Business,2,244332.46165005644,4,0,0,1
1,1,1,2.9326531106822378,Health Sciences,4,494760.72419245477,2,0,0,0
1,1,0,3.417008882385881,Health Sciences,3,301745.62487855164,2,0,0,1
1,1,0,2.860317400451031,STEM,2,131856.57277069954,3,0,0,1
1,1,0,3.8545464830238316,Business,1,274596.56964453054,1,0,0,1
1,1,0,4.2726898195588,STEM,3,486367.07478556584,3,0,0,1
1,1,0,3.5161231366295347,Humanities,1,208305.48822000332,6,0,0,1
1,1,0,3.607276586032837,STEM,1,324382.13584491,4,0,0,1
1,1,0,3.9527438199222793,Business,2,478014.7747993151,4,0,0,1
1,1,1,3.43789195740828,Humanities,4,206189.08448473777,1,0,0,0
1,1,0,3.933901033808425,Humanities,3,207077.39392368187,3,0,0,1
1,0,1,3.0140626984870513,Health Sciences,3,144446.48983716464,4,0,0,0
1,1,0,4.306715884081194,Health Sciences,3,641518.3061268535,6,1,0,1
1,1,1,3.9610823687532264,Humanities,4,530979.5102627046,2,0,0,0
1,1,0,4.011723858514699,STEM,2,242148.91368989265,3,0,0,1
1,0,0,4.065998483466076,STEM,3,588308.8759300526,2,0,0,0
1,1,1,3.5832491704106815,Humanities,2,108121.18191334802,5,0,0,0
1,1,0,3.619267591276718,Humanities,4,293298.0526352188,6,1,0,1
1,1,0,2.654328493369743,Health Sciences,1,182437.48246454092,2,0,0,1
0,1,0,3.6887784910326125,STEM,2,116034.9113712041,2,0,0,0
1,1,0,3.5912509854061003,Health Sciences,2,577055.4607210392,3,0,0,0
1,0,0,3.4938850988840757,STEM,4,257748.80368242087,6,0,1,0
1,1,1,4.054971971007263,STEM,4,378094.60658263107,3,0,0,0
1,1,0,2.856758493011573,Humanities,1,650698.240565855,4,0,0,0
1,1,0,3.5169572257813106,STEM,1,140849.40605902916,2,0,0,1
1,1,0,3.298379879003755,STEM,4,173415.55110613295,4,1,0,1
1,0,0,3.8577607609625337,Business,2,301284.9750018645,2,0,0,0
1,1,0,3.927025591288642,Humanities,4,254773.0831273639,1,0,0,1
1,1,0,4.23484527302646,Humanities,2,155827.08828382753,5,0,0,1
1,0,0,3.7100329287315716,STEM,3,625248.9343025265,3,0,0,0
1,0,0,3.3926949347265736,STEM,1,479456.94879166275,4,0,0,0
1,1,0,3.982449168432399,Humanities,4,259572.91984536123,2,0,0,1
1,1,0,3.4814900475903285,Health Sciences,2,178280.26507916473,5,0,0,1
1,1,0,3.1486850942109674,STEM,1,194860.0591461374,1,0,0,1
1,1,0,3.2191629406874096,STEM,4,197794.85108459136,5,1,0,1
1,1,0,3.2782601690821416,STEM,4,299417.1715194129,2,0,0,1
0,1,0,4.758954065101324,STEM,1,317565.2688167795,3,0,0,0
1,1,0,4.305898602685054,Health Sciences,2,303338.2999087553,2,0,0,1
1,1,0,3.012340703580497,STEM,3,586914.6464786959,2,0,0,0
1,1,0,4.124015290301569,STEM,4,670878.4323440469,1,0,0,0
1,1,0,3.7697889003860916,Business,1,328959.0867352004,4,0,0,1
1,1,0,2.989763070996348,Health Sciences,1,129238.43109746724,3,0,1,1
1,1,0,2.9669077871373077,STEM,4,290099.5955039047,2,0,0,1
1,1,0,3.752596809680231,STEM,2,150248.1327449786,2,0,0,1
1,1,1,2.543086203546684,Business,4,570185.1661470922,1,0,0,0
0,1,0,4.569787823754566,Humanities,4,456219.74947237875,2,0,0,0
1,1,1,3.51300396332451,Humanities,4,212656.37999554334,3,1,0,0
1,1,0,4.337308955924935,Health Sciences,1,285522.3355851258,1,0,0,1
1,1,0,2.91762631966293,Humanities,4,167455.42465092623,6,0,0,1
1,0,0,3.9411503860749737,STEM,2,137862.0452242899,1,0,0,0
1,1,0,4.074360657001583,Health Sciences,1,547391.7552097562,6,0,0,0
1,0,0,3.6815268502901697,Business,2,192617.89113685206,6,0,0,0
1,1,0,4.356733847855966,STEM,4,123238.74205827822,6,0,0,1
1,1,1,3.4706446305682763,Business,3,150704.8357252952,3,0,0,0
1,1,0,3.829527268273817,STEM,1,111703.76254626377,2,0,0,1
1,1,0,3.2807432473889153,STEM,2,250962.69224632625,4,0,0,1
1,1,0,3.791326464123666,Humanities,3,355023.9008774853,3,1,0,1
1,1,0,3.7614543327060135,Business,4,481973.33715200826,0,0,0,1
1,0,1,4.100827382501686,STEM,1,277662.19896858017,2,0,0,0
1,1,1,3.6427460723833254,Health Sciences,3,143560.11545463413,4,0,0,0
1,1,0,3.9226994093966474,Humanities,4,294416.77839076996,3,0,0,1
1,1,1,2.9685965931355414,STEM,3,454311.84535446635,6,0,0,0
1,1,0,3.9091314571261235,STEM,3,145545.27597490355,2,0,0,1
1,1,0,3.798646905767955,Humanities,2,260695.92963441793,2,0,0,1
1,0,0,3.528955713331834,Humanities,3,166242.936842458,5,0,0,0
1,1,0,2.3908482788940515,STEM,1,269504.9194089514,6,0,0,0
1,1,0,4.224805528194821,Humanities,2,292510.5628312769,3,0,0,1
1,1,0,3.3462782243805993,STEM,4,183395.06071427802,4,0,0,1
1,1,0,2.876503087128045,STEM,4,191024.21730949273,4,0,0,1
